Category,Yard,City,Zip,School District,Year Built,Acres,Square Feet,Newly Built,Asking Price,Bathrooms,Bedrooms,Special Features,Floor Covering,Carpet,Hard Wood,Tile,Laminate,Finished Basement,Garage,Fireplace,Deck,Sprinklers,Pool,By Owner,Washer,Dryer,Fenced,Landscape,Central Air,Brick,Stucco
single family home,fenced full,west jordan,84088,jordan,1983,0.1,2204,FALSE,325000,2,6,fireplace other|patio uncovered,laminate,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,not specified,park city,84098,not specified,2008,,807,FALSE,569900,1,1,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
multifamily home,not applicable,south ogden,84403,weber,1985,0.4,6320,FALSE,825000,1,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full|landscape front,riverton,84065,jordan,1992,0.28,2774,FALSE,409000,2.5,4,fireplace woodburning|patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|linoleum|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,fenced partial|landscape full,north ogden,84414,weber,1981,0.26,3422,FALSE,350000,3,5,deck|fireplace woodburning|patio covered|sprinklers automatic,carpet|hardwood|linoleum|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
townhouse/condo,not applicable,highland,84003,alpine,2014,0.02,1680,FALSE,289900,2.5,3,hot tub|pool|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
single family home,not specified,layton,84041,not specified,1998,0.22,2071,FALSE,319900,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced partial|landscape full,lehi,84043,alpine,2005,0.13,2970,FALSE,409900,3,5,sprinklers automatic|walkin closet,carpet|laminate,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,landscape none,elk ridge,84651,not specified,2019,0.47,5529,FALSE,535900,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,landscape none,herriman,84096,jordan,2018,0.14,3294,FALSE,450000,2.5,4,walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,washington terrace,84405,weber,1998,800,3276,FALSE,299400,2,2,fireplace gas|patio covered|walkin closet,carpet|other,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,south ogden,84403,weber,2018,0.47,4871,FALSE,714800,3.5,4,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,not applicable,elk ridge,84651,nebo,1975,28.61,1386,FALSE,850000,1,2,fireplace woodburning|patio covered,carpet|other,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,not applicable,sunset,84015,daggett,1983,0.16,916,FALSE,109000,1,2,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,north salt lake,84054,davis,2009,0.13,2711,FALSE,385000,3,5,deck|patio covered|walkin closet,carpet|other|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,fenced partial|landscape back|landscape front|landscape full,hurricane,84737,washington,2015,0.27,2240,FALSE,385000,2,4,patio covered|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial,santaquin,84655,nebo,1980,0.75,2257,FALSE,325000,2,3,fireplace gas|patio uncovered|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full,syracuse,84075,not specified,1995,0.36,5380,FALSE,545000,4.5,6,walkin closet,carpet|hardwood,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
single family home,fenced partial,portage,84331,box elder,2004,1.23,1773,FALSE,249000,2,2,deck|fireplace woodburning|patio covered,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
single family home,fenced partial|landscape full,hooper,84315,weber,2008,0.25,4600,FALSE,440000,2.5,4,deck|fireplace gas|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,landscape full,riverton,84065,jordan,2000,0.32,3993,FALSE,479900,2.5,4,not specified,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
single family home,not specified,layton,84041,not specified,2017,0.24,3938,FALSE,474900,3,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
single family home,fenced partial|landscape front,herriman,84096,jordan,2016,0.16,3690,FALSE,409000,2.5,3,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
townhouse/condo,landscape full,north ogden,84414,weber,2000,0.01,900,FALSE,169000,1.5,2,sprinklers automatic,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
townhouse/condo,landscape full,orem,84058,alpine,1992,0.01,2314,FALSE,295000,2.75,4,patio uncovered|sprinklers automatic,carpet|linoleum|other,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
manufactured,fenced partial|landscape full,holladay,84117,granite,1977,0,1464,FALSE,57900,2,2,deck|fireplace gas|patio covered,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
townhouse/condo,not applicable,provo,84601,provo city,1994,0.01,1070,FALSE,215000,1.5,2,patio uncovered,carpet|other|tile,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
townhouse/condo,not applicable,huntsville,84317,weber,2002,0.08,2322,FALSE,429000,2.5,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
manufactured,fenced partial|landscape front,centerfield,84622,south sanpete,1999,0.24,1296,FALSE,119900,2,3,sprinklers automatic,carpet|laminate|linoleum,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,vineyard,84059,alpine,2017,0.15,3227,FALSE,424900,2.5,4,fireplace other|walkin closet,laminate,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,apple valley,84737-7710,washington,2013,0.25,2619,FALSE,429500,3,4,fireplace gas|patio covered|sprinklers automatic|walkin closet,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
townhouse/condo,not applicable,murray,84121,granite,1974,0,1083,FALSE,232900,1.75,2,deck|patio covered|pool|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
townhouse/condo,not applicable,south jordan,84095,jordan,2008,0.02,1586,FALSE,275000,3,2,hot tub|pool|sprinklers automatic,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
single family home,fenced partial|landscape full,price,84501,carbon,1956,0.17,1904,FALSE,129000,1.75,4,patio uncovered|sprinklers automatic,carpet|hardwood,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
single family home,landscape none,cedar city,84720,iron,2019,0.25,1625,FALSE,254900,2,4,not specified,carpet|laminate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
townhouse/condo,landscape full,lehi,84043,alpine,2010,0.07,1810,FALSE,359900,2,2,not specified,laminate|linoleum,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,landscape front,eagle mountain,84005,alpine,2019,0.15,3244,FALSE,301100,2,3,sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,not applicable,morgan,84050,morgan,2019,0.21,2640,FALSE,339900,1.75,3,not specified,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,plain city,84404,weber,2001,0.34,2075,FALSE,329000,2.5,3,not specified,carpet|laminate|linoleum,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,landscape full,st george,84770,washington,1991,0.08,1711,FALSE,339999,2,3,patio covered|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial,nibley,84321,cache,2016,0.28,3568,FALSE,424900,2.75,6,fireplace other|patio covered|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,landscape full,layton,84041,davis,2013,0.14,3250,FALSE,399900,2,5,fireplace gas|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
single family home,landscape none,mapleton,84664,not specified,2019,0.33,4284,FALSE,492900,2.5,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced partial,sandy,84092,not specified,1986,0.41,4082,FALSE,600000,4,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,roosevelt,84066,duchesne,2010,0.38,2800,FALSE,385000,3,5,patio covered|security system|sprinklers automatic,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
townhouse/condo,landscape full,south jordan,84095,jordan,2013,0.09,2536,FALSE,338900,2.5,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,vernal,84078,uintah,1977,5.25,2860,FALSE,365000,3,6,deck|fireplace woodburning|sprinklers automatic|walkin closet,laminate|linoleum|other|tile,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
single family home,fenced full|landscape full,south jordan,84009,jordan,2012,0.11,2925,FALSE,395000,2.5,3,deck|security system|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,fenced partial,millcreek,84124,granite,1964,0.23,2260,FALSE,399000,3,5,deck|fireplace woodburning|patio covered|sprinklers automatic,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,fenced full,clearfield,84015,not specified,1945,0.25,2200,FALSE,224900,2,6,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
townhouse/condo,fenced full,provo,84601,provo city,1970,0.01,976,FALSE,145000,1.5,2,not specified,other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,roy,84067,weber,2001,0.23,2678,FALSE,335000,2.75,6,patio covered|sprinklers automatic,carpet|other|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
townhouse/condo,fenced partial,american fork,84003,alpine,2004,0.03,1400,FALSE,239900,2,2,walkin closet,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
single family home,landscape back|landscape front,south ogden,84403,weber,1976,0.51,5243,FALSE,698000,3.5,5,deck|fireplace gas|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|other|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
single family home,fenced partial,sandy,84094,canyons,1959,0.19,934,FALSE,218000,1,3,patio uncovered|sprinklers manual,laminate|tile,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
single family home,not specified,lehi,84043,not specified,2019,0.16,3499,FALSE,449950,3,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full|landscape full,washington,84780,washington,2015,0.33,4104,FALSE,549900,4,6,deck|hot tub|patio covered|pool|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial,provo,84604,not specified,2001,0.3,2300,FALSE,349900,3,5,not specified,carpet|laminate|other,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,not applicable,moroni,84646,north sanpete,1895,0.05,3330,FALSE,199000,1,,not specified,hardwood|other,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
single family home,fenced full|landscape full,clearfield,84015,davis,2013,0.11,2999,FALSE,309900,2,3,fireplace gas|sprinklers automatic|walkin closet,carpet|laminate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced full,sandy,84093,not specified,1972,0.16,1754,FALSE,355000,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
single family home,fenced full|landscape full,spanish fork,84660,nebo,2001,0.25,3850,FALSE,396800,4,7,fireplace gas|patio covered|walkin closet,not specified,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial|landscape full,south jordan,84009,jordan,2016,0.12,3186,FALSE,444900,3.5,5,patio uncovered|security system|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,salt lake city,84101,salt lake city,2007,0.01,1872,FALSE,674900,2,2,not specified,hardwood|tile,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
townhouse/condo,not specified,eden,84310,not specified,2004,0.08,1100,FALSE,225000,2,2,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,spanish fork,84660,nebo,2019,0.01,1650,FALSE,269900,2.5,3,walkin closet,carpet|laminate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
single family home,fenced none|landscape none,syracuse,84075,davis,2018,0.18,3804,FALSE,394700,2,3,deck|fireplace gas|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
single family home,fenced partial,draper,84020,carbon,1960,1.07,4149,FALSE,1000000,4,10,deck|fireplace woodburning,carpet|laminate|linoleum|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
single family home,landscape none,elk ridge,84653,not specified,2019,0.34,3596,FALSE,441645,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,provo,84601,provo city,1996,0,1189,FALSE,189000,2,3,not specified,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial|landscape full,south jordan,84009,jordan,2006,0.17,4898,FALSE,599000,3.5,6,fireplace gas|patio covered|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,not specified,layton,84041,not specified,1984,0.11,1578,FALSE,249900,2,4,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,landscape none,tremonton,84337,box elder,2018,0.43,3600,FALSE,364000,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,landscape full,mapleton,84664,nebo,2006,0.18,3625,FALSE,439900,3.5,5,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,fenced partial|landscape full,spanish fork,84660,nebo,2003,0.34,3608,FALSE,469900,3.5,5,deck|security system|sprinklers automatic|walkin closet,carpet|tile,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
townhouse/condo,fenced partial,holladay,84117,granite,2013,0.1,1910,FALSE,574900,1.75,2,deck|fireplace gas|patio covered|security system|walkin closet,carpet|hardwood|other,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
single family home,fenced full|landscape full,ogden,84403,not specified,2016,0.13,1248,FALSE,229900,1.75,3,patio covered|patio uncovered|sprinklers automatic,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
townhouse/condo,landscape full,west valley city,84119,not specified,1979,0.03,1337,FALSE,199500,2.5,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
single family home,not specified,tooele,84074,not specified,1998,1,3334,FALSE,490000,3,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,not applicable,eagle mountain,84005,alpine,2019,0.18,4212,FALSE,443400,2.5,4,walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,fenced full,santaquin,84655,nebo,1978,0.46,2635,FALSE,399900,2,4,fireplace gas|patio covered,carpet|linoleum,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
townhouse/condo,fenced none|landscape full,herriman,84096,jordan,2015,0.01,2000,FALSE,269000,2.5,3,sprinklers automatic|walkin closet,carpet|laminate,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
single family home,not applicable,payson,84651,not specified,1995,0.25,2400,FALSE,250000,2,3,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
townhouse/condo,fenced partial|landscape full,orem,84058,alpine,1992,0.01,3050,FALSE,345000,2.75,4,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|laminate,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
single family home,fenced partial|landscape back|landscape front,nephi,84648,juab,2000,2.83,3204,FALSE,529000,3,5,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|laminate|tile,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
single family home,fenced partial,pleasant view,84414,not specified,2007,0.35,4000,FALSE,499900,4,6,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
single family home,landscape none,mapleton,84664,not specified,2019,0.52,4492,FALSE,562900,2.5,5,not specified,not specified,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
single family home,landscape none,lehi,84043,alpine,2019,0.3,4141,FALSE,535000,2.5,5,deck|walkin closet,carpet|other,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
