Site Section,Sort Type,Template,Category,Site Section 2,Ad Type,Yard,Parking Type,heating,State,City,Zip,Seller Type,School District,Seller Accepts Texts,Photo Count,Year Built,Title,Previous URL,Acres,Square Feet,Newly Built,Seller ID,AD ID,Time Posted,Asking Price,Package Type,Exterior Material,cooling,Bathrooms,Bedrooms,Expire Date,Ad Status,Special Features,Floor Covering,Basement Type,Included Appliances,mls number,Listing ID
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,attached garage|combined garage|2 cars,forced air,ut,providence,84332,by agent,cache,false,3,2019,85 S 437 W #14|Providence|UT|84332,not specified,0,1505,False,2566824,40307343,2019-02-12T16:54:52Z,244000,not specified,clapboardmasonite|stucco,central air,25,3,2019-08-12,active,pool|walkin closet,carpet|laminate,not specified,microwave|range,1579415,40307343
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|2 cars,forced air,ut,roy,84067,by agent,weber,true,9,1987,2796 W 5300 S|Roy|UT|84067,not specified,0.11,1780,False,264018,40314860,2019-03-20T11:18:22Z,259900,not specified,aluminumvinyl|brick,central air,2,4,2019-09-20,active,fireplace woodburning,carpet|linoleum|tile,full finished,range,1581242,40314860
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|1 cars,forced air,ut,sandy,84093,by agent,canyons,true,29,1951,8479 S 1475 E|Sandy|UT|84093,not specified,0.23,1095,False,38222,40314869,2019-03-20T12:38:38Z,275000,not specified,not specified,evaporative cooler,1,3,2019-09-20,active,deck|fireplace woodburning|patio uncovered|sprinklers automatic,not specified,not specified,not specified,22-23-355-00,40314869
homes,not specified,detail page,single family home,for sale,for sale,landscape full,driveway|street parking,forced air,ut,salt lake city,84105,by agent,salt lake city,true,25,1924,1385 S 800 E|Salt Lake City|UT|84105,not specified,0.07,1318,False,1083576,40316846,2019-03-28T17:45:52Z,350000,not specified,brick,central air,1,3,2019-09-28,active,fireplace woodburning|patio covered,carpet|hardwood|tile,shelfcrawl space,range|refrigerator,1589534,40316846
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape back|landscape front,attached garage|combined garage|driveway|3 cars,forced air,ut,erda,84074,by agent,tooele,true,8,2005,1075 Tanglewood Rd|Erda|UT|84074,not specified,4.94,4436,False,381328,40316845,2019-03-28T17:43:53Z,549900,not specified,other|stucco,central air,35,6,2019-09-28,active,deck|fireplace gas,carpet|tile,full finished,microwave|range|refrigerator,1587154,40316845
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,washington,84780,by agent,washington,true,24,2005,1360 E Telegraph #106|Washington|UT|84780,not specified,0.12,1733,False,2442728,40316842,2019-03-28T17:34:31Z,279500,not specified,stucco,central air,2,3,2019-09-28,active,patio covered|sprinklers automatic|walkin closet,carpet|tile,not specified,microwave|range|refrigerator|washer,19-201627,40316842
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|2 cars,forced air,ut,layton,84041,by owner,davis,true,2,1996,2872 W Lindi Way|Layton|UT|84041,not specified,0.27,3000,False,438696,40316840,2019-03-28T17:28:01Z,347000,select basic,not specified,central air,3,6,2019-09-28,active,sprinklers automatic,carpet|laminate|linoleum|tile,full partially finished,microwave|range,not specified,40316840
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|2 cars,forced air,ut,lehi,84043,by agent,alpine,true,5,2000,587 S 1250 W|Lehi|UT|84043,not specified,0.19,1446,False,121195,40316839,2019-03-28T17:27:43Z,305000,not specified,aluminumvinyl|brick,central air,25,3,2019-09-28,active,sprinklers automatic,carpet|laminate,shelfcrawl space,microwave|range|refrigerator,1564388,40316839
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,lehi,84043,by agent,alpine,true,34,2006,1064 W 875 S|Lehi|UT|84043,not specified,0.17,3617,False,929994,40316430,2019-03-27T11:19:50Z,414900,not specified,stucco,central air,3,5,2019-09-27,active,fireplace gas|sprinklers automatic|walkin closet,carpet|tile,full unfinished,microwave|range,1589044,40316430
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,driveway|street parking,forced air,ut,ogden,84404,by agent,ogden city,true,25,1950,1364 Harrop St|Ogden|UT|84404,not specified,0.26,1301,False,1281300,40316248,2019-03-26T13:53:46Z,220000,not specified,aluminumvinyl,evaporative cooler roof,1,3,2019-09-26,active,fireplace woodburning|patio uncovered|sprinklers automatic,carpet|hardwood|tile,shelfcrawl space,microwave|range|refrigerator,1585190,40316248
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,combined garage|detached garage|1 cars,forced air,ut,st george,84770,by owner,washington,true,13,2006,1845  W Canyon View Dr  2006|St. George|UT|84770,not specified,0,1436,False,3448182,40292045,2019-03-26T21:52:41Z,284900,select basic,stucco,central air,2,2,2019-09-26,active,fireplace gas|hot tub|patio covered|pool|sprinklers automatic|walkin closet,carpet|tile,not specified,dryer|microwave|other|range|refrigerator|washer,not specified,40292045
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|2 cars,forced air,ut,south jordan,84009,by agent,jordan,false,17,2007,5036 W Currant Dr|South Jordan|UT|84009,not specified,0.06,1853,False,516298,40316838,2019-03-28T17:27:10Z,289900,not specified,other,central air,2,3,2019-09-28,active,patio uncovered|sprinklers automatic,carpet|tile,full finished,microwave|range,1589543,40316838
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|3 cars,forced air,ut,plain city,84404,by agent,weber,true,26,2014,2007 N 4900 W|Plain City|UT|84404,not specified,0.36,5267,False,193627,40316028,2019-03-25T15:57:56Z,574900,not specified,not specified,central air,4,4,2019-09-25,active,not specified,not specified,not specified,not specified,1588664,40316028
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|3 cars,forced air,ut,nibley,84321,by agent,cache,false,25,2018,499 W 3220 S|Nibley|UT|84321,not specified,0.36,3600,False,2566824,40267381,2018-08-17T15:16:44Z,359900,not specified,aluminumvinyl|clapboardmasonite|stucco,central air,25,4,2019-02-17,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1544336,40267381
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,spanish fork,84660,by agent,nebo,false,12,2002,2726 Stony Hill Way|Spanish Fork|UT|84660,not specified,0.21,2974,False,2406216,40316218,2019-03-26T11:52:19Z,339800,not specified,aluminumvinyl|other|stucco,central air,3,5,2019-09-26,active,fireplace other,carpet|laminate|tile,full finished,microwave|refrigerator,1588791,40316218
homes,not specified,detail page,single family home,for sale,for sale,not applicable,combined garage|detached garage|other|1 cars,forced air,ut,summit county,84036,by agent,not specified,true,13,1994,4704 Foothill Dr|Summit County|UT|84036,not specified,5.8,1126,False,3531415,40316829,2019-03-28T17:07:30Z,299900,not specified,clapboardmasonite,none,2,3,2019-09-28,active,deck|patio covered|walkin closet,carpet|linoleum,shelfcrawl space,dryer|microwave|range|refrigerator|washer,1571793,40316829
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,holladay,84124,by owner,granite,true,30,1955,2521 E Evening Star Dr|Holladay|UT|84124,not specified,0.22,3140,False,1144074,40316827,2019-03-28T17:05:20Z,699900,select basic,brick,central air,3,5,2019-09-28,active,fireplace woodburning|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|range|refrigerator,not specified,40316827
homes,not specified,detail page,manufactured,for sale,for sale,fenced partial,carport|driveway|2 cars,forced air,ut,taylorsville,84123,by owner,not specified,true,1,1977,988 W Yucca Dr|Taylorsville|UT|84123,not specified,0.01,975,False,2983059,40316823,2019-03-28T17:00:53Z,39900,select basic,not specified,evaporative cooler roof,2,3,2019-09-28,active,not specified,not specified,not specified,not specified,not specified,40316823
homes,not specified,detail page,manufactured,for sale,for sale,fenced partial,carport|2 cars,forced air,ut,holliday,84117,by owner,not specified,true,1,1977,5070 El Amador (Make Payments)|Holliday|UT|84117,not specified,0.01,900,False,2983059,40313249,2019-03-28T16:50:13Z,29900,select basic,not specified,evaporative cooler roof,1,2,2019-09-28,active,not specified,not specified,not specified,not specified,not specified,40313249
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape none,attached garage|combined garage|2 cars,forced air,ut,enoch,84721,by agent,iron,true,22,2019,4357 N Prospector Ln|Enoch|UT|84721,not specified,0.46,1435,False,3314280,40316822,2019-03-28T16:46:42Z,228500,not specified,aluminumvinyl|other,central air,2,3,2019-09-28,active,patio uncovered|walkin closet,hardwood|other,not specified,microwave|other|range,85465,40316822
homes,not specified,detail page,manufactured,for sale,for sale,fenced none|landscape front,carport|2 cars,forced air,ut,salt lake city,84104,by owner,not specified,true,10,2018,1594 W 400 S Trlr 99|Salt Lake City|UT|84104,not specified,0,1792,False,3268983,40313554,2019-03-14T10:02:55Z,125995,select basic,aluminumvinyl,central air,2,3,2019-09-14,active,deck|patio covered|walkin closet,carpet|laminate,shelfcrawl space,not specified,not specified,40313554
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|5 cars,forced air,ut,highland,84003,by agent,alpine,true,12,2014,4430 W Spruce Ct|Highland|UT|84003,not specified,0.72,5174,False,3531006,40316621,2019-03-28T01:29:43Z,925000,not specified,other|stucco,central air,5,6,2019-09-28,active,sprinklers automatic,carpet|hardwood|other|tile,full finished,microwave|range|refrigerator,1581165,40316621
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|3 cars,forced air,ut,hyde park,84318,by agent,cache,true,13,2018,977 E Juniper Cir|Hyde Park|UT|84318,not specified,0.35,3565,False,178800,40313858,2019-03-15T11:05:43Z,439999,not specified,aluminumvinyl|other,central air,25,3,2019-09-15,active,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|laminate,full unfinished,microwave|range|refrigerator,1586496,40313858
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|3 cars,forced air,ut,draper,84020,by agent,canyons,true,70,1994,13661 S Bridle Trail Rd|Draper|UT|84020,not specified,0.41,5284,False,257362,40064425,2019-03-28T16:43:03Z,699900,not specified,brick,central air,45,6,2019-09-28,active,deck|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|range|refrigerator,1507626,40064425
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,attached garage|detached garage|driveway|street parking|1 cars|2 cars,forced air,ut,mapleton,84664,by owner,nebo,true,45,1992,1003 E Maple St|Mapleton|UT|84664,not specified,0.34,2800,False,2728449,40316818,2019-03-28T16:35:29Z,499900,select basic,stucco,central air,2,4,2019-09-28,active,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|tile,full finished,microwave|other|range,not specified,40316818
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,st george,84790,by agent,washington,true,39,2017,3610 E Antares Ln|St George|UT|84790,not specified,0.19,1901,False,3168398,40316817,2019-03-28T16:31:56Z,314900,not specified,stucco,central air,25,4,2019-09-28,active,patio uncovered|walkin closet,carpet|other,not specified,microwave,18-198334,40316817
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape front,attached garage|combined garage|driveway|street parking|3 cars,forced air,ut,farmington,84025,by agent,davis,true,1,2019,1435 W Frost Dr|Farmington|UT|84025,not specified,0.23,3440,False,1515565,40313373,2019-03-28T16:26:57Z,519900,not specified,clapboardmasonite|stucco,central air,2,3,2019-09-28,active,deck|fireplace gas|walkin closet,carpet|laminate|tile,not specified,microwave|other|range,1560708,40313373
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,attached garage|combined garage|2 cars,forced air,ut,sandy,84070,by owner,canyons,true,26,2006,9169 S Jordan Oaks Dr|Sandy|UT|84070,not specified,0.03,1771,False,1266527,40315680,2019-03-23T15:30:01Z,299000,select basic,clapboardmasonite|other,central air,25,3,2019-09-23,active,patio covered|pool|walkin closet,carpet|laminate|linoleum,not specified,microwave|other|range,not specified,40315680
homes,not specified,detail page,single family home,for sale,for sale,landscape front,attached garage|combined garage|2 cars,forced air,ut,spanish fork,84660,by owner,nebo,true,28,2019,1086 N Golden Spoke Dr|Spanish Fork|UT|84660,not specified,0.25,4490,False,1171724,40307216,2019-03-06T12:52:11Z,464000,select basic,other,central air,25,4,2019-09-06,active,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate,full unfinished,microwave|range,not specified,40307216
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|3 cars,forced air,ut,north salt lake,84054,by agent,davis,true,30,2005,609 Parkway Dr|North Salt Lake|UT|84054,not specified,0.51,4123,False,2586151,40316259,2019-03-26T14:20:50Z,607000,not specified,other|stucco,central air,4,5,2019-09-26,active,not specified,carpet|hardwood|laminate|tile,full finished,dryer|microwave|range|refrigerator|washer,3049947,40316259
homes,not specified,detail page,single family home,for sale,for sale,landscape front,attached garage|combined garage|3 cars,forced air,ut,herriman,84096,by agent,jordan,true,24,2019,7587 W Cedar Tree Cr.|Herriman|UT|84096,not specified,0.28,3668,False,2397965,40316813,2019-03-28T16:24:52Z,479900,not specified,other|stucco,central air,25,3,2019-09-28,active,fireplace gas|sprinklers automatic|walkin closet,carpet|tile,full unfinished,microwave|other|range,000000,40316813
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,roy,84067,by agent,weber,true,30,2004,4617 Wedgewood Dr|Roy|UT|84067,not specified,0.1,1204,False,454394,40316812,2019-03-28T16:24:09Z,252900,not specified,aluminumvinyl|other,central air,2,2,2019-09-28,active,patio covered|pool|sprinklers automatic|walkin closet,carpet|hardwood|tile,not specified,microwave|other|range|refrigerator,1589438,40316812
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,attached garage|combined garage|street parking|2 cars,forced air,ut,murray,84107,by agent,murray city,true,22,2018,27 W Tytus Drive|Murray|UT|84107,not specified,0,2538,False,3286936,40293867,2019-03-28T16:14:24Z,374900,not specified,brick|clapboardmasonite|stucco,central air,4,4,2019-09-28,active,deck|sprinklers automatic|walkin closet,carpet|laminate|tile,not specified,microwave|range,1560091,40293867
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,heber city,84032,by agent,wasatch,true,18,1998,558 N 200 W|Heber City|UT|84032,not specified,0.12,1733,False,2170996,40309550,2019-03-28T16:13:45Z,327900,not specified,aluminumvinyl,evaporative cooler roof,25,4,2019-09-28,active,patio uncovered,carpet|laminate,full partially finished,range|refrigerator,1582245,40309550
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,north ogden,84414,by agent,weber,true,25,1973,325 E 2550 N Apt 106|North Ogden|UT|84414,not specified,0.02,1116,False,3483457,40316808,2019-03-28T16:13:42Z,128000,not specified,cedarredwood|clapboardmasonite|stucco,central air,2,2,2019-09-28,active,patio covered|sprinklers automatic|walkin closet,carpet|tile,not specified,range|refrigerator,1581553,40316808
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,attached garage|combined garage|driveway|2 cars,forced air,ut,wanship,84017,by agent,north summit,true,24,2007,223 Sage Lane|Wanship|UT|84017,not specified,1,2886,False,2170996,40303116,2019-03-28T16:13:31Z,415000,not specified,not specified,none,35,3,2019-09-28,active,deck|fireplace other|hot tub|patio uncovered|walkin closet,not specified,not specified,not specified,1571108,40303116
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|3 cars,forced air,ut,farr west,84404,by agent,weber,false,23,2018,1027 N 1200 W|Farr West|UT|84404,not specified,0.3,2395,False,2566824,40273019,2018-09-07T11:52:52Z,364900,not specified,aluminumvinyl|clapboardmasonite|stucco,central air,25,3,2019-03-07,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1548590,40273019
homes,not specified,detail page,single family home,for sale,for sale,fenced full,driveway,forced air,ut,west jordan,84081,by agent,jordan,true,19,1981,6501 S Begonia Dr|West Jordan|UT|84081,not specified,0.17,952,False,2923858,40316497,2019-03-27T15:24:03Z,229900,not specified,aluminumvinyl|brick,central air,1,2,2019-09-27,active,not specified,carpet|laminate|tile,not specified,microwave|range,1589007,40316497
homes,not specified,detail page,single family home,for sale,for sale,landscape front,attached garage|combined garage|2 cars,forced air,ut,spanish fork,84660,by owner,nebo,true,11,2019,785 N Stallion Drive|Spanish Fork|UT|84660,not specified,0.14,3000,False,1171724,40297254,2019-03-06T12:52:28Z,355000,select basic,clapboardmasonite|stucco,central air,2,3,2019-09-06,active,deck|patio covered|sprinklers automatic|walkin closet,laminate,full unfinished,microwave|range,not specified,40297254
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,heber city,84032,by agent,wasatch,true,32,2002,2003 Wheeler Lane|Heber City|UT|84032,not specified,0.13,2377,False,2170996,40302817,2019-03-28T16:13:18Z,390000,not specified,aluminumvinyl|brick,central air,3,4,2019-09-28,active,deck|fireplace gas|security system|sprinklers automatic|walkin closet,carpet|linoleum,full finished,range|refrigerator,1576483,40302817
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|1 cars,forced air,ut,midway,84049,by agent,wasatch,true,44,1985,48 E 400 N|Midway|UT|84049,not specified,0.5,2125,False,2170996,40203108,2019-03-28T16:12:59Z,439000,not specified,clapboardmasonite,none,175,4,2019-09-28,active,deck,carpet|laminate|tile,shelfcrawl space,microwave|range,1488576,40203108
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,driveway|street parking,forced air,ut,taylorsville,84123,by agent,granite,true,1,1958,1483 W 4180 S|Taylorsville|UT|84123,not specified,0.21,1736,False,337818,40316806,2019-03-28T16:10:23Z,305000,not specified,aluminumvinyl|brick,evaporative cooler roof,175,3,2019-09-28,active,not specified,carpet|hardwood|tile,shelfcrawl space,not specified,1589166,40316806
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,attached garage|combined garage|driveway|street parking|2 cars,forced air,ut,millcreek,84106,by agent,granite,true,1,1979,3478 S Hazel Arlene Cir|Millcreek|UT|84106,not specified,0.019,2972,False,337818,40316803,2019-03-28T15:59:57Z,509000,not specified,brick,central air,275,5,2019-09-28,active,deck|sprinklers automatic,carpet|hardwood|tile,full finished,microwave|range,1589230,40316803
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape full,attached garage|combined garage|3 cars,forced air,ut,midway,84049,by agent,wasatch,true,27,2007,783 Double Eagle Dr|Midway|UT|84049,not specified,0.27,4233,False,2483139,40310180,2019-03-28T15:59:34Z,888000,not specified,clapboardmasonite,central air,4,4,2019-09-28,active,deck|fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|tile,shelfcrawl space,dryer|microwave|range|refrigerator|washer,1581222,40310180
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|3 cars,forced air,ut,heber city,84032,by agent,wasatch,true,28,2006,787 Shadow Rock Ct|Heber City|UT|84032,not specified,0.32,4075,False,2483139,40307082,2019-03-28T15:59:24Z,664900,not specified,clapboardmasonite,central air,35,5,2019-09-28,active,fireplace gas|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,dryer|microwave|range|washer,1579187,40307082
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|carport|combined garage|driveway|1 cars|3 cars,forced air,ut,south jordan,84095,by agent,jordan,true,73,1994,1576 W. Heather Downs Circle|South Jordan|UT|84095,not specified,0.38,4850,False,538302,40312024,2019-03-06T15:57:16Z,619900,not specified,brick|stucco,central air,4,5,2019-09-06,active,deck|fireplace gas|patio uncovered|security system|sprinklers automatic|walkin closet,carpet|tile,full finished,microwave|range,1587880,40312024
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,carport|driveway|2 cars,forced air,az,yuma,85367,by owner,not specified,true,14,1988,11246 East 34th Street|Yuma|AZ|85367,not specified,0.17,960,False,2395303,40311197,2019-03-02T15:13:22Z,130000,select basic,aluminumvinyl|clapboardmasonite,central air,2,2,2019-09-02,active,patio covered|sprinklers automatic|walkin closet,carpet|linoleum,not specified,dryer|microwave|other|range|refrigerator|washer,not specified,40311197
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape front,attached garage|combined garage|3 cars,forced air,ut,spanish fork,84660,by owner,nebo,true,1,2019,97 N 2560 E|Spanish Fork|UT|84660,not specified,0.24,4470,False,1171724,40310209,2019-02-26T14:12:37Z,489000,select basic,stucco,central air,25,3,2019-08-26,active,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate,full unfinished,microwave|range,not specified,40310209
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,providence,84332,by agent,cache,true,1,2003,196 E 360 N|Providence|UT|84332,not specified,0.19,2196,False,2683652,40316802,2019-03-28T15:58:25Z,279900,not specified,aluminumvinyl|brick,central air,2,6,2019-09-28,active,patio uncovered|sprinklers automatic,carpet|linoleum,full finished,microwave|range|refrigerator,1581104,40316802
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|other|2 cars,forced air,ut,west jordan,84088,by agent,jordan,true,46,1995,4184 W Cache Creek Cir|West Jordan|UT|84088,not specified,0.26,3316,False,2036082,40316801,2019-03-28T15:58:23Z,399900,not specified,aluminumvinyl|brick,central air,35,5,2019-09-28,active,not specified,carpet|tile,full finished,not specified,1589512,40316801
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|2 cars,forced air,ut,st george,84770,by agent,washington,false,27,1989,275 S Valley View Dr Apt 60|St George|UT|84770,not specified,0.06,1537,False,3168398,40316800,2019-03-28T15:52:42Z,239900,not specified,stucco,central air,2,3,2019-09-28,active,fireplace gas|hot tub|patio uncovered|pool|sprinklers automatic|walkin closet,carpet|tile,not specified,microwave,19-201075,40316800
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape front,attached garage|combined garage|driveway|2 cars,forced air,ut,santaquin,84655,by agent,nebo,true,19,2011,387 S 1000 E|Santaquin|UT|84655,not specified,0.25,3028,False,283269,40316799,2019-03-28T15:51:39Z,329900,not specified,other|stucco,central air,2,3,2019-09-28,active,patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|laminate|tile,full unfinished,microwave|range,1589187,40316799
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,combined garage|detached garage|1 cars,forced air,ut,orem,84057,by agent,alpine,true,31,1957,681 N 800 W|Orem|UT|84057,not specified,0.25,2028,False,1816142,40316798,2019-03-28T15:50:51Z,299900,not specified,aluminumvinyl,central air,175,5,2019-09-28,active,not specified,carpet|laminate|tile,full finished,dryer|range|refrigerator|washer,1589441,40316798
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,combined garage|detached garage|2 cars,forced air,ut,salt lake city,84102,by agent,salt lake city,true,7,1964,777 E South Temple Apt 11F|Salt Lake City|UT|84102,not specified,0,1141,False,121195,40316797,2019-03-28T15:47:45Z,320000,not specified,brick,central air,175,2,2019-09-28,active,pool,carpet|hardwood|tile,not specified,microwave|range|refrigerator,1589434,40316797
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|driveway|3 cars,forced air,ut,ogden,84403,by agent,ogden city,true,56,2002,1590 E Lakeview Way|Ogden|UT|84403,not specified,0.49,6253,False,147700,40298214,2019-03-28T15:38:07Z,610000,not specified,other|stucco,central air,4,4,2019-09-28,active,deck|fireplace gas|patio covered|patio uncovered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full partially finished,microwave|range|refrigerator,1572870,40298214
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,herriman,84096,by agent,jordan,true,4,2018,4464 W Burwell Ln #86|Herriman|UT|84096,not specified,0.03,2296,False,3229667,40316796,2019-03-28T15:35:29Z,299000,not specified,not specified,central air,25,3,2019-09-28,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1556265,40316796
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,saratoga springs,84045,by agent,alpine,true,4,2018,1347 W Fort Rock Rd #123|Saratoga Springs|UT|84045,not specified,0.2,3360,False,1185284,40316794,2019-03-28T15:25:02Z,464000,not specified,not specified,central air,25,3,2019-09-28,active,walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1580353,40316794
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape front,attached garage|combined garage|2 cars,forced air,ut,ephraim,84627,by agent,south sanpete,true,6,2005,997 S 825 E|Ephraim|UT|84627,not specified,0.38,3312,False,3440225,40314482,2019-03-18T15:20:55Z,349000,not specified,brick|stucco,central air,3,6,2019-09-18,active,fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|tile,full finished,dryer|microwave|range|refrigerator,1576439,40314482
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|detached garage|1 cars|3 cars|4 cars,forced air,ut,pleasant view,84414,by agent,weber,false,14,1991,131 W 4300 N|Pleasant View|UT|84414,not specified,0.48,3200,False,3521190,40316353,2019-03-26T19:35:49Z,414900,not specified,aluminumvinyl|brick|stucco,central air,35,5,2019-09-26,active,deck|fireplace gas|sprinklers automatic,carpet|hardwood|tile,not specified,dryer|microwave|range|refrigerator|washer,1588751,40316353
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|2 cars,forced air,ut,layton,84041,by agent,davis,true,23,2019,984 E Mecham Ave Lot # 102|Layton|UT|84041,not specified,0.1,2925,False,1735888,40316532,2019-03-27T16:37:47Z,335300,not specified,other,central air,25,3,2019-09-27,active,deck|walkin closet,carpet|other,full unfinished,microwave|range,1577551,40316532
homes,not specified,detail page,manufactured,for sale,for sale,fenced partial,driveway,forced air,ut,nephi,84648,by owner,juab,false,6,1972,775 E 200 N Trlr 10|Nephi|UT|84648,not specified,0.1,720,False,247767,40316787,2019-03-28T15:12:41Z,6000,select basic,aluminumvinyl,none,1,3,2019-09-28,active,not specified,carpet|linoleum,shelfcrawl space,not specified,not specified,40316787
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|1 cars,forced air,ut,herriman,84096,by agent,jordan,true,2,2018,4134 W McKellen Dr #G302|Herriman|UT|84096,not specified,0,1272,False,2137767,40316786,2019-03-28T15:10:45Z,231000,not specified,not specified,central air,2,3,2019-09-28,active,walkin closet,carpet|other,shelfcrawl space,microwave|range,1558326,40316786
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|3 cars,forced air,ut,layton,84041,by agent,davis,true,10,2007,420 N 3600 W|Layton|UT|84041,not specified,0.25,4073,False,240741,40316783,2019-03-28T15:05:25Z,343900,not specified,brick|other|stucco,central air,25,3,2019-09-28,active,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|hardwood|tile,full unfinished,microwave|range,1587995,40316783
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|other|4 cars,forced air,ut,lehi,84043,by agent,alpine,true,7,2006,2398 W 780 S|Lehi|UT|84043,not specified,0.5,3956,False,489485,40316781,2019-03-28T15:04:31Z,570000,not specified,brick|stucco,central air,35,6,2019-09-28,active,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|range,1589468,40316781
