Site Section,Sort Type,Template,Category,Site Section 2,Ad Type,Yard,Parking Type,heating,State,City,Zip,Seller Type,School District,Seller Accepts Texts,Photo Count,Year Built,Title,Previous URL,Acres,Square Feet,Newly Built,Seller ID,AD ID,Time Posted,Asking Price,Package Type,Exterior Material,cooling,Bathrooms,Bedrooms,Expire Date,Ad Status,Special Features,Floor Covering,Basement Type,Included Appliances,mls number,Listing ID
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,spanish fork,84660,by agent,nebo,false,12,2002,2726 Stony Hill Way|Spanish Fork|UT|84660,not specified,0.21,2974,False,2406216,40316218,2019-03-26T11:52:19Z,339800,not specified,aluminumvinyl|other|stucco,central air,3,5,2019-09-26,active,fireplace other,carpet|laminate|tile,full finished,microwave|refrigerator,1588791,40316218
homes,not specified,detail page,multifamily home,for sale,for sale,landscape full,street parking,forced air,id,lava hot springs,83246,by owner,marsh valley district,true,6,1965,305 W Elm.|Lava Hot Springs|ID|83246,not specified,0.3,4312,False,266346,40303211,2019-03-26T11:46:50Z,309000,select basic,aluminumvinyl|brick|clapboardmasonite,none,4,10,2019-09-26,active,not specified,carpet|laminate|linoleum,not specified,range|refrigerator,not specified,40303211
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape front,driveway|street parking,forced air,ut,ogden,84404,by agent,ogden city,true,14,1958,1344 Lewis Dr|Ogden|UT|84404,not specified,0.17,2520,False,3365138,40316217,2019-03-26T11:44:06Z,238900,not specified,brick,central air,2,5,2019-09-26,active,not specified,hardwood|linoleum,full partially finished,range|refrigerator,1588711,40316217
homes,not specified,detail page,manufactured,for sale,for sale,fenced partial,carport|2 cars,forced air,ut,west jordan,84088,by owner,not specified,true,2,2000,"$12,000 OFF 8400 S 4000 W #92|West Jordan|UT|84088",not specified,0.15,1200,False,3074091,40316215,2019-03-26T11:42:33Z,39720,select basic,not specified,central air,2,3,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316215
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,south jordan,84009,by agent,jordan,false,27,2017,5011 W Daybreak Pkwy|South Jordan|UT|84009,not specified,0.05,1716,False,2609439,40316216,2019-03-26T11:42:33Z,397900,not specified,other|stucco,central air,3,3,2019-09-26,active,walkin closet,carpet|laminate|tile,shelfcrawl space,microwave|other|range|refrigerator,1588828,40316216
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,eagle mountain,84005,by agent,not specified,false,27,2006,3771 E Barton Creek Dr|Eagle Mountain|UT|84005,not specified,0.16,2510,False,2609439,40316214,2019-03-26T11:38:33Z,349000,not specified,stucco,central air,3,5,2019-09-26,active,walkin closet,carpet|tile,full finished,microwave|range|refrigerator,1588836,40316214
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,driveway,radiant heat,ut,ogden,84404,by agent,ogden city,true,14,1996,888 N Gramercy Ave|Ogden|UT|84404,not specified,0.17,1196,False,1231277,40316212,2019-03-26T11:30:16Z,219900,not specified,aluminumvinyl,evaporative cooler roof,1,3,2019-09-26,active,patio covered,carpet|laminate|tile,shelfcrawl space,range|refrigerator,1584206,40316212
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|carport|combined garage|other|2 cars|3 cars,forced air,ut,harrisville,84414,by agent,weber,false,16,2008,166 W 2150 N|Harrisville|UT|84414,not specified,0.36,4204,False,1231277,40316210,2019-03-26T11:20:57Z,449900,not specified,aluminumvinyl|stucco,central air,25,5,2019-09-26,active,patio covered|sprinklers automatic|walkin closet,carpet|tile,shelfcrawl space,microwave|range|refrigerator,1587165,40316210
homes,not specified,detail page,single family home,for sale,for sale,landscape back,driveway,forced air,ut,thatcher,84337,by agent,box elder,true,7,2000,11000 N Wallace Ln|Thatcher|UT|84337,not specified,0.5,1780,False,1599108,40316209,2019-03-26T11:12:17Z,229000,not specified,aluminumvinyl|clapboardmasonite,central air,2,4,2019-09-26,active,deck|walkin closet,carpet|hardwood|laminate|tile,shelfcrawl space,other|range,1588079,40316209
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|3 cars,not specified,ut,kaysville,84037,by agent,not specified,false,64,2019,1979 W. Joseph Acres Rd.|Kaysville|UT|84037,not specified,not specified,3932,True,2490499,40309609,2019-03-26T11:01:04Z,502000,not specified,not specified,not specified,2,4,2019-08-23,active,not specified,not specified,not specified,not specified,not specified,40309609
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|3 cars,forced air,ut,marriottslaterville,84404,by owner,weber,true,4,2019,659 S 1325 W|Marriott-Slaterville|UT|84404,not specified,0.45,4184,False,729647,40303277,2019-03-26T10:58:40Z,468608,select basic,other|stucco,central air,35,3,2019-09-26,active,deck|fireplace gas|patio covered|walkin closet,carpet|tile,full unfinished,microwave|other|range,not specified,40303277
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|2 cars,forced air,ut,herriman,84096,by agent,not specified,false,24,2018,4367 W Bronson Ln|Herriman|UT|84096,not specified,0.03,2280,False,2609439,40316208,2019-03-26T10:43:33Z,315000,not specified,not specified,central air,25,3,2019-09-26,active,not specified,not specified,not specified,not specified,1588810,40316208
homes,not specified,detail page,single family home,for sale,for sale,not specified,attached garage|3 cars,not specified,ut,kaysville,84037,by agent,not specified,false,28,2019,308 N. Angel St.|Kaysville|UT|84037,not specified,not specified,3542,True,2490499,40309608,2019-03-26T10:41:04Z,484000,not specified,not specified,not specified,2,3,2019-08-23,active,not specified,not specified,not specified,not specified,not specified,40309608
homes,not specified,detail page,townhouse/condo,for sale,for sale,fenced full,attached garage|combined garage|2 cars,forced air,ut,holladay,84124,by agent,not specified,true,21,1987,2380 E Summerspring Ln|Holladay|UT|84124,not specified,0.01,2947,False,3425458,40316207,2019-03-26T10:36:44Z,439999,not specified,stucco,central air,35,4,2019-09-26,active,fireplace gas|patio uncovered|walkin closet,carpet|laminate|tile,full finished,dryer|microwave|range|refrigerator|washer,1586015,40316207
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|driveway|2 cars,forced air,ut,centerfield,84622,by owner,south sanpete,true,13,2004,165 North 100 East|Centerfield|UT|84622,not specified,0.5,1500,False,3243255,40316206,2019-03-26T10:31:48Z,180000,select basic,not specified,central air,25,4,2019-09-26,active,walkin closet,carpet|hardwood|linoleum|tile,shelfcrawl space,range,not specified,40316206
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|3 cars,forced air,ut,springville,84663,by owner,nebo,true,50,1999,1724 E 250 S|Springville|UT|84663,not specified,0.38,4250,False,333180,40316205,2019-03-26T10:25:19Z,549000,select basic,other|stucco,central air,45,6,2019-09-26,active,deck|fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|other|range|refrigerator,not specified,40316205
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,carport|4 cars,forced air,ut,washington terrace,84405,by agent,weber,true,19,1946,5101 S 525 W|Washington Terrace|UT|84405,not specified,0.16,1601,False,2964991,40316204,2019-03-26T10:23:07Z,249900,not specified,brick|other,central air,2,4,2019-09-26,active,not specified,carpet|laminate,full finished,dryer|microwave|range|refrigerator|washer,1586634,40316204
homes,not specified,detail page,single family home,for sale,for sale,not specified,not specified,not specified,ut,st george,84790,by agent,not specified,false,1,not specified,3250 E. Holly Drive|St George|UT|84790,not specified,not specified,2575,True,3415305,40296168,2019-03-26T10:21:04Z,394900,not specified,not specified,not specified,25,4,2019-06-13,active,not specified,not specified,not specified,not specified,not specified,40296168
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,layton,84041,by agent,davis,true,25,2001,68 N 935 W|Layton|UT|84041,not specified,0.24,2552,False,419638,40316203,2019-03-26T10:17:16Z,327500,not specified,aluminumvinyl|brick,central air,2,4,2019-09-26,active,sprinklers automatic|walkin closet,carpet|linoleum|tile,full partially finished,microwave|other|range|refrigerator,1586317,40316203
homes,not specified,detail page,single family home,for sale,for sale,landscape front,carport|2 cars,forced air,ut,layton,84041,by owner,davis,true,22,1967,40 Emerald Dr|Layton|UT|84041,not specified,0.19,2200,False,2964991,40316202,2019-03-26T10:07:55Z,299950,select basic,brick|other,central air,25,5,2019-09-26,active,not specified,carpet|laminate,not specified,microwave|range|refrigerator,not specified,40316202
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,spanish fork,84660,by agent,nebo,false,20,2000,1506 E 910 S|Spanish Fork|UT|84660,not specified,0.13,1438,False,2609439,40316201,2019-03-26T09:55:36Z,310000,not specified,brick|other,central air,25,3,2019-09-26,active,security system|walkin closet,carpet|hardwood|laminate|tile,not specified,microwave|other|range|refrigerator,1588794,40316201
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|driveway|1 cars,forced air,ut,salt lake city,84106,by owner,granite,true,11,1948,1574 E Evergreen Ln|Salt Lake City|UT|84106,not specified,0.24,1400,False,1333444,40316200,2019-03-26T09:48:44Z,525000,select basic,aluminumvinyl,central air,175,3,2019-09-26,active,patio covered|sprinklers automatic,carpet|hardwood|tile,full partially finished,other|range,not specified,40316200
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|1 cars,forced air,ut,south ogden,84403,by agent,not specified,false,17,1971,5809 S Park Ln E|South Ogden|UT|84403,not specified,0.14,2454,False,860172,40316199,2019-03-26T09:44:06Z,224999,not specified,not specified,central air,3,4,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316199
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|7 cars,not specified,ut,bluffdale,84065,by agent,not specified,false,28,1996,14033 S Deer Haven Cv|Bluffdale|UT|84065,not specified,1.04,4129,False,860172,40316198,2019-03-26T09:42:56Z,709615,not specified,not specified,central air,4,5,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316198
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,forced air,ut,bountiful,84010,by agent,not specified,false,29,1967,1946 S Bonneview Dr|Bountiful|UT|84010,not specified,0.19,2632,False,860172,40316197,2019-03-26T09:41:42Z,489000,not specified,not specified,central air,3,5,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316197
homes,not specified,detail page,single family home,for sale,for sale,not specified,not specified,forced air,ut,holladay,84117,by agent,not specified,false,28,1960,4824 S Viewmont St|Holladay|UT|84117,not specified,0.2,1950,False,860172,40316196,2019-03-26T09:40:57Z,425000,not specified,not specified,not specified,2,4,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316196
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|3 cars,forced air,ut,eagle mountain,84005,by agent,not specified,false,37,2014,9452 N Horizon Cv E|Eagle Mountain|UT|84005,not specified,0.56,3438,False,860172,40316195,2019-03-26T09:40:06Z,489000,not specified,not specified,central air,2,3,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316195
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|3 cars,not specified,ut,park city,84060,by agent,not specified,false,32,2001,3585 Oakwood Dr|Park City|UT|84060,not specified,0.29,6520,False,860172,40316194,2019-03-26T09:38:45Z,2995000,not specified,not specified,not specified,6,5,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316194
homes,not specified,detail page,single family home,for sale,for sale,not specified,not specified,not specified,ut,park city,84060,by agent,not specified,false,36,2001,3585 Oak Wood Drive|Park City|UT|84060,not specified,0.29,6520,False,860172,40316193,2019-03-26T09:37:13Z,2995000,not specified,not specified,not specified,7,5,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316193
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|3 cars,forced air,ut,south jordan,84095,by agent,not specified,false,29,2014,3213 W Mossey Creek Ln|South Jordan|UT|84095,not specified,0.26,4475,False,860172,40316192,2019-03-26T09:36:02Z,649995,not specified,not specified,central air,4,6,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316192
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,forced air,ut,garland,84312,by agent,not specified,false,24,2004,407 E 1250 S|Garland|UT|84312,not specified,0.29,2742,False,860172,40316191,2019-03-26T09:35:04Z,265000,not specified,not specified,central air,3,6,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316191
homes,not specified,detail page,single family home,for sale,for sale,landscape back,driveway,forced air,ut,ogden,84404,by owner,weber,true,1,1980,200 north|Ogden|UT|84404,not specified,0,500,False,1430308,40316189,2019-03-26T09:32:46Z,22000,select basic,other,evaporative cooler roof,1,2,2019-09-26,active,not specified,laminate|tile,not specified,dryer|range|refrigerator|washer,not specified,40316189
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,attached garage|combined garage|2 cars,forced air,ut,provo,84604,by agent,provo city,true,32,1973,3131 N Mowhawk Ln|Provo|UT|84604,not specified,0.26,4350,False,575508,40316188,2019-03-26T09:24:50Z,449000,not specified,brick|stucco,central air,3,5,2019-09-26,active,deck|fireplace other|patio covered,carpet|hardwood|tile,full finished,not specified,1588786,40316188
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|3 cars,forced air,ut,farr west,84404,by owner,weber,true,34,2012,2139 Heritage Dr |Farr West|UT|84404,not specified,0.41,4176,False,60479,40316187,2019-03-26T09:24:26Z,610000,select basic,not specified,central air,3,7,2019-09-26,active,deck|fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|hardwood|tile,full finished,microwave|range,not specified,40316187
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|4 cars,forced air,ut,highland,84003,by agent,alpine,false,56,2014,10056 N Yorkshire Ct|Highland|UT|84003,not specified,0.36,5465,False,563165,40316186,2019-03-26T09:08:50Z,899900,not specified,clapboardmasonite|other|stucco,central air,35,6,2019-09-26,active,deck|fireplace gas|sprinklers automatic|walkin closet,carpet|hardwood|other|tile,full finished,microwave|range,1589192,40316186
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape front,attached garage|driveway|2 cars,forced air,ut,manila,84046,by owner,not specified,true,10,2008,1484 E Twitchell Way |Manila|UT|84046,not specified,0.25,1750,False,3324331,40259002,2019-03-26T08:49:29Z,169900,select basic,stucco,central air,2,4,2019-09-26,active,not specified,carpet|laminate|tile,shelfcrawl space,microwave|range|refrigerator,not specified,40259002
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,kaysville,84037,by agent,not specified,false,33,1971,270 W 400 S|Kaysville|UT|84037,not specified,0.19,4000,False,2609439,40316169,2019-03-26T08:13:12Z,357000,not specified,brick,central air,2,4,2019-09-26,active,walkin closet,carpet|hardwood|tile,full finished,microwave|range|refrigerator,1563131,40316169
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|3 cars,forced air,ut,hooper,84315,by agent,weber,true,24,2015,5248 S 4425 W|Hooper|UT|84315,not specified,0.23,3178,False,687403,40316168,2019-03-26T08:13:06Z,399900,not specified,stucco,central air,25,4,2019-09-26,active,deck|sprinklers automatic|walkin closet,carpet|laminate|tile,full unfinished,microwave|range,1586844,40316168
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,clearfield,84015,by agent,davis,true,29,2003,97 E 2325 S|Clearfield|UT|84015,not specified,0.15,1828,False,687403,40316167,2019-03-26T08:06:00Z,294900,not specified,aluminumvinyl|brick|stucco,central air,3,4,2019-09-26,active,patio uncovered|sprinklers automatic|walkin closet,carpet|laminate|tile,full finished,microwave|range,1588022,40316167
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|3 cars,forced air,ut,layton,84040,by agent,davis,true,28,2013,1961 E Falcon Way|Layton|UT|84040,not specified,0.16,3210,False,687403,40316166,2019-03-26T08:00:55Z,399900,not specified,stucco,central air,35,4,2019-09-26,active,sprinklers automatic|walkin closet,carpet|laminate|tile,full finished,microwave|range,1588241,40316166
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|2 cars,forced air,ut,fruit heights,84037,by agent,not specified,false,35,1997,157 S Archie Ave E|Fruit Heights|UT|84037,not specified,0.32,3266,False,860172,40316165,2019-03-26T07:43:45Z,439000,not specified,not specified,central air,4,6,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316165
homes,not specified,detail page,single family home,for sale,for sale,not specified,not specified,not specified,ut,midway,84049,by agent,not specified,false,37,1984,1345 W Lucerne Drive|Midway|UT|84049,not specified,0.43,5122,False,860172,40316164,2019-03-26T07:40:43Z,595000,not specified,not specified,not specified,3,4,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316164
homes,not specified,detail page,manufactured,for sale,for sale,fenced partial,carport|3 cars,forced air,ut,layton,84040,by owner,not specified,true,15,1982,935 E 3000 N  Quail Ridge Community |Layton|UT|84040,not specified,123,960,False,3371438,40297411,2019-03-26T07:04:35Z,16000,select basic,not specified,evaporative cooler roof,15,3,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40297411
homes,not specified,detail page,single family home,for sale,for sale,fenced full,attached garage|combined garage|2 cars,forced air,ut,washington,84780,by agent,washington,true,12,2005,3295 E Sweetwater Springs Drive|WASHINGTON|UT|84780,not specified,0.2,2916,False,302911,40271965,2019-03-26T06:46:42Z,399000,not specified,stucco,central air,25,5,2019-09-26,active,fireplace gas,not specified,not specified,not specified,19-200553,40271965
homes,not specified,detail page,single family home,for sale,for sale,not specified,combined garage|5 cars,forced air,ut,midway,84049,by agent,not specified,false,37,1984,1345 W Lucerne Dr|Midway|UT|84049,not specified,0.43,5122,False,860172,40316154,2019-03-26T06:44:14Z,595000,not specified,not specified,not specified,3,4,2019-09-26,active,not specified,not specified,not specified,not specified,not specified,40316154
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape none,attached garage|driveway|3 cars,forced air,ut,marriottslaterville,84404,by owner,not specified,true,3,2018,1290 W 675 S |Marriott-Slaterville |UT|84404,not specified,0.35,2745,False,2890430,40252099,2019-03-26T05:16:09Z,487000,select basic,brick|clapboardmasonite|stucco,central air,3,3,2019-09-26,active,deck|fireplace gas|patio covered|walkin closet,carpet|hardwood|tile,not specified,microwave|other|range,not specified,40252099
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|driveway|street parking|3 cars,forced air,ut,north ogden,84414,by owner,weber,true,4,2018,3669 N 500 E|North Ogden |UT|84414,not specified,0.35,1694,False,2890430,40231719,2019-03-26T05:16:07Z,385000,select basic,aluminumvinyl|brick|stucco,central air,25,3,2019-09-26,active,deck|fireplace gas|patio covered|walkin closet,carpet|tile,full unfinished,microwave|other|range,not specified,40231719
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape none,attached garage|driveway|street parking|3 cars,forced air,ut,marriottslaterville,84404,by owner,not specified,true,2,2018,621 S 1325 W |Marriott-Slaterville |UT|84404,not specified,0.4,1815,False,2890430,40254024,2019-03-26T05:16:05Z,362000,select basic,brick|clapboardmasonite|stucco,central air,3,3,2019-09-26,active,deck|fireplace gas|patio covered|walkin closet,carpet|hardwood|tile,shelfcrawl space,microwave|range,not specified,40254024
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape none,attached garage|3 cars,forced air,ut,marriott slaterville,84404,by owner,not specified,true,3,2018,637 S 1325 W |Marriott slaterville |UT|84404,not specified,0.4,1921,False,2890430,40252088,2019-03-26T05:16:03Z,450000,select basic,brick|clapboardmasonite|stucco,central air,3,3,2019-09-26,active,deck|fireplace gas|patio covered|walkin closet,carpet|hardwood|tile,full unfinished,microwave|other|range,not specified,40252088
homes,not specified,detail page,single family home,for sale,for sale,not applicable,attached garage|driveway|street parking|4 cars,forced air,ut,north ogden,84414,by owner,weber,true,3,2019,532 E 3700 N |North Ogden |UT|84414,not specified,0.42,3340,False,2890430,40312750,2019-03-26T05:16:01Z,498500,select basic,brick|clapboardmasonite|stucco,central air,3,4,2019-09-26,active,fireplace gas|patio covered|walkin closet,carpet|hardwood|tile,full finished,microwave|range|refrigerator,not specified,40312750
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,attached garage|combined garage|2 cars,forced air,id,downey,83234,by agent,marsh valley district,true,15,1950,241 E Center St|Downey|ID|83234,not specified,0.31,2048,False,112507,40316100,2019-03-25T23:03:34Z,140000,not specified,other,central air,2,4,2019-09-25,active,fireplace gas,carpet|laminate|tile,full partially finished,range|refrigerator,1581760,40316100
homes,not specified,detail page,single family home,for sale,for sale,landscape none,attached garage|combined garage|driveway|3 cars,forced air,ut,kaysville,84037,by agent,davis,true,13,2018,1824 Robins Way|Kaysville|UT|84037,not specified,0.35,4802,False,2360978,40257234,2019-03-25T22:50:35Z,765900,not specified,brick|clapboardmasonite,central air,4,5,2019-09-25,active,deck|fireplace gas|walkin closet,carpet|hardwood|tile,full finished,microwave|range,1536258,40257234
homes,not specified,detail page,single family home,for sale,for sale,fenced partial,driveway,other,id,clifton,83228,by agent,west side district,true,10,1910,6225 N Westside Hwy|Clifton|ID|83228,not specified,20.5,2196,False,112507,40304676,2019-03-25T22:48:27Z,289000,not specified,aluminumvinyl,none,1,2,2019-09-25,active,fireplace woodburning|patio covered,carpet|hardwood|linoleum,shelfcrawl space,range|refrigerator,1577834,40304676
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape full,attached garage|combined garage|3 cars,forced air,ut,west haven,84401,by agent,weber,true,22,2015,2797 W 2050 S|West Haven|UT|84401,not specified,0.39,3779,False,3295203,40316099,2019-03-25T22:29:06Z,499900,not specified,other,central air,3,6,2019-09-25,active,fireplace gas,carpet|other|tile,full finished,not specified,1588070,40316099
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,north logan,84341,by agent,cache,true,35,2019,406 E 1920 N|North Logan|UT|84341,not specified,0.13,1640,False,488461,40316098,2019-03-25T22:23:58Z,299900,not specified,clapboardmasonite|other,central air,2,3,2019-09-25,active,patio covered|sprinklers automatic|walkin closet,not specified,shelfcrawl space,microwave|range,1587957,40316098
homes,not specified,detail page,single family home,for sale,for sale,not applicable,other,other,ut,elk ridge,84651,by agent,nebo,false,19,1975,12550 S South Loafer Canyon Rd|Elk Ridge|UT|84651,not specified,28.61,1386,False,3295203,40246384,2019-03-25T22:16:50Z,850000,not specified,aluminumvinyl,none,1,2,2019-09-25,active,fireplace woodburning|patio covered,carpet|other,shelfcrawl space,other,1528128,40246384
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,other,forced air,ut,american fork,84003,by agent,alpine,true,22,1949,7500 North 7230 West|American Fork|UT|84003,not specified,14.47,2412,False,3295203,40305587,2019-03-25T22:16:37Z,1999999,not specified,not specified,other,175,4,2019-09-25,active,not specified,not specified,not specified,not specified,1577917,40305587
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape front,attached garage|combined garage|1 cars,forced air,fl,orlando,32827,by owner,not specified,true,16,1961,20 Minutes From Disneyworld FL|Orlando|FL|32827,not specified,0.3,1140,False,2870714,40271052,2019-03-25T22:10:36Z,170000,select basic,other,central air,1,2,2019-09-25,active,patio uncovered|sprinklers automatic,other|tile,not specified,dryer|range|refrigerator|washer,not specified,40271052
homes,not specified,detail page,manufactured,for sale,for sale,not applicable,driveway|other,forced air,ut,grantsville,84029,by agent,tooele,true,18,1981,653 E Main St Trlr 11|Grantsville|UT|84029,not specified,0.01,950,False,328340,40316094,2019-03-25T21:48:49Z,23999,not specified,clapboardmasonite,evaporative cooler roof,1,2,2019-09-25,active,not specified,carpet|other|tile,not specified,microwave|other|range|refrigerator,1576204,40316094
homes,not specified,detail page,single family home,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,orem,84059,by owner,not specified,true,13,2008,1839 W 600 S|Orem|UT|84059,not specified,0.15,3250,False,1078463,40316089,2019-03-25T21:36:07Z,429000,select basic,brick|stucco,central air,3,5,2019-09-25,active,deck|fireplace gas|patio covered|sprinklers automatic|walkin closet,carpet|linoleum|tile,full finished,microwave|range|refrigerator,not specified,40316089
homes,not specified,detail page,single family home,for sale,for sale,fenced none|landscape full,driveway,forced air,ut,hyrum,84319,by agent,cache,true,29,1962,550 E 300 S|Hyrum|UT|84319,not specified,0.21,1994,False,488461,40316087,2019-03-25T21:33:58Z,199900,not specified,aluminumvinyl|brick,central air,2,4,2019-09-25,active,not specified,carpet|laminate,full finished,range|refrigerator,1588481,40316087
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|2 cars,forced air,ut,salt lake city,84105,by agent,not specified,false,46,1929,1011 S 1200 E|Salt Lake City|UT|84105,not specified,0.34,4940,False,388672,40316081,2019-03-25T20:55:04Z,1389900,not specified,brick,central air,5,4,2019-09-25,active,fireplace gas|patio covered|patio uncovered|sprinklers automatic,carpet|hardwood|tile,full finished,dryer|microwave|other|range|refrigerator|washer,1587824,40316081
homes,not specified,detail page,single family home,for sale,for sale,fenced partial|landscape back|landscape front,attached garage|combined garage|driveway|other|street parking|3 cars,forced air,ut,mountain green,84050,by agent,morgan,true,26,1975,4267 Blue Jay Cir|Mountain Green|UT|84050,not specified,0.5,1413,False,101152,40316080,2019-03-25T20:09:21Z,325000,not specified,aluminumvinyl|brick,none,2,3,2019-09-25,active,deck|fireplace woodburning,carpet|hardwood|linoleum|tile,shelfcrawl space,dryer|microwave|range|refrigerator|washer,none,40316080
homes,not specified,detail page,townhouse/condo,for sale,for sale,not applicable,carport|1 cars,forced air,ut,salt lake city,84116,by owner,north sanpete,true,31,1973,1861 W 600 N Apt A19|Salt Lake City|UT|84116,not specified,0.01,814,False,827740,40316079,2019-03-25T19:51:52Z,145000,select basic,not specified,central air,1,2,2019-09-25,active,not specified,other,not specified,dryer|microwave|range|refrigerator|washer,not specified,40316079
homes,not specified,detail page,single family home,for sale,for sale,landscape front,attached garage|combined garage|4 cars,forced air,ut,farr west,84404,by owner,weber,true,14,2017,1285 W 1100 N|Farr West|UT|84404,not specified,0.42,1743,False,2219542,40316078,2019-03-25T19:02:58Z,349000,select basic,other|stucco,central air,3,4,2019-09-25,active,patio uncovered,carpet|hardwood|tile,full finished,microwave|range,not specified,40316078
homes,not specified,detail page,single family home,for sale,for sale,fenced full|landscape full,attached garage|combined garage|driveway|2 cars,forced air,ut,washington fields,84770,by owner,not specified,true,5,2006,59 west|Washington Fields|UT|84770,not specified,0.21,1500,False,737992,40316077,2019-03-25T18:46:18Z,298000,select basic,brick|stucco,central air,2,3,2019-09-25,active,hot tub|patio covered|pool|sprinklers automatic|walkin closet,carpet|tile,not specified,microwave|range|refrigerator,not specified,40316077
homes,not specified,detail page,manufactured,for sale,for sale,fenced partial,driveway,forced air,ut,provo,84601,by owner,provo city,true,5,1995,340 W 920 S Trlr 87|Provo|UT|84601,not specified,0.15,1000,False,1890054,40316076,2019-03-25T18:36:17Z,45000,select basic,other,evaporative cooler roof,2,3,2019-09-25,active,patio covered,other,not specified,microwave|range|refrigerator,not specified,40316076
homes,not specified,detail page,townhouse/condo,for sale,for sale,landscape full,attached garage|combined garage|2 cars,forced air,ut,south jordan,84009,by agent,jordan,true,3,2018,6179 W Birch Run Rd|South Jordan|UT|84009,not specified,0.02,1337,False,3416694,40316074,2019-03-25T18:25:31Z,259900,not specified,not specified,central air,2,3,2019-09-25,active,not specified,not specified,not specified,not specified,1581351,40316074
